,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
196222,230-2018-2019-04-0013,3925260 Manitoba Association Inc.,Winnipeg,Computers for Schools,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511824,1138892,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Program - 3925260 Manitoba Association Inc.,"The program aims to provide equitable opportunities for Canadians to acquire the equipment and skills needed to thrive in the digital economy. The expected results include the following: 

• Donations of surplus computer equipment are received and refurbished;
• Distribution of refurbished computer equipment to schools, libraries, not-for-profit organizations, Indigenous communities, and to eligible low-income individuals that will support and strengthen the national economy and competitiveness by building knowledge, skills, work experience and a skilled work force;
• Government of Canada will maximize re-use of computer equipment, and as one of the largest purchasers of computer equipment in Canada, will also reduce the environmental footprint and optimize the benefit and value for money for Canadians of these purchases;
• Government of Canada leadership in corporate social responsibility and sustainable development; 
• Development of  the needed  network of partners and stakeholders, including not-for-profit organizations, federal departments, provincial and territorial governments, the private sector, schools, school boards and the voluntary sector throughout the country to reduce the digital divide;
• Engaging low-income Canadian households in the digital economy; and
• Canada is a connected and digitally engaged society.","Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196457,230-2019-2020-06-0029,Saskatchewan Technology Renewal Inc.,Regina,Computers for Schools,"The objectives of the contribution Program Computers for Schools is to:                                       •Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511840,1101644,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Program - Saskatchewan Technology Renewal Inc.,,"value changed from $1,042,894 to $1,101,644 as per contract amendment 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196456,230-2019-2020-06-0028,Government of Prince Edward Island,Charlottetown,Computers for Schools Intern Program,"The objectives of the contribution to Digital Skills for Youth are to:                                                      •Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511837,255500,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Government of Prince Edward Island,,2018/19 to 2023/24,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196459,230-2019-2020-06-0031,Relance Outaouais (La),Gatineau,Computers for Schools Intern Program,"The objectives of the contribution to Digital Skills for Youth are to:                                                 •Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511847,2750000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Relance Outaouais (La),,"value changed from $2,490,000 to $2,750,000 as per contract amendment 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196454,230-2019-2020-06-0026,Smart Communities Society,Yellowknife,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511833,491357,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Smart Communities Society,,"value changed from $401,357 to $491,357 as per contract amendment 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196452,230-2019-2020-06-0024,British Columbia Technology for Learning Society,Burnaby,Computers for Schools Intern Program,"The objectives of the contribution to Digital Skills for Youth are to:                                                  •Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511823,1582800,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - British Columbia Technology for Learning Society,,"value changed from $1,275,300 to $1,582,800 as per contract amendment 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196247,230-2018-2019-04-0032,Computers for Success - Canada Incorporated,Montréal,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511845,480000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Computers for Success - Canada Incorporated,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196458,230-2019-2020-06-0030,Saskatchewan Technology Renewal Inc.,Regina,Computers for Schools Intern Program,"The objectives of the contribution to Digital Skills for Youth are to:                                                       •Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511841,440000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Saskatchewan Technology Renewal Inc.,,"value changed from $399,000 to $440,000 as per contract amendment 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196246,230-2018-2019-04-0031,Raven Recycling Society,Whitehorse,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511843,610000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Raven Recycling Society,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196239,230-2018-2019-04-0024,Alberta Computers for Schools Association,Edmonton,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511821,1780754,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Alberta Computers for Schools Association,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196237,230-2018-2019-04-0027,Prov Info Equipment Recycling & Refurbishing Enterprises Inc,St. John's,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511829,451309,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Prov Info Equipment Recycling & Refurbishing Enterprises Inc,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196241,230-2018-2019-04-0026,Computers for Education Technology New Brunswick Ltd.,Fredericton,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511827,1507500,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Computers for Education Technology New Brunswick Ltd.,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196248,230-2018-2019-04-0033,Relance Outaouais (La),Gatineau,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511847,2490000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Relance Outaouais (La),• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196242,230-2018-2019-04-0028,Nova Scotia Education Common Services Bureau,Halifax,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511831,1232318,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Nova Scotia Education Common Services Bureau,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196243,230-2018-2019-04-0029,Renewed Computer Technologies (Ontario),Mississauga,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511835,4085350,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Renewed Computer Technologies (Ontario),• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196240,230-2018-2019-04-0025,3925260 Manitoba Association Inc.,Winnipeg,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511825,1702500,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship program - 3925260 Manitoba Association inc.,• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196244,230-2018-2019-04-0030,OPEQ - Ordinateurs pour les écoles du Québec,Verdun,Computers for Schools Intern Program,"•Produce ready-to-use computers for schools, libraries, not-for-profit organizations, Indigenous communities, and eligible low-income individuals;
•build partnerships that contribute to reducing the environmental footprint of electronic surplus by refurbishing and re-using surplus computer assets;
•connect low-income individuals to affordable Internet solutions being offered by Internet Service Providers in their area; and
•help young Canadians of diverse backgrounds and genders gain work experience and develop a variety of advanced information and communications technology (ICT) skills and important soft-skills such as project management, teamwork, and communications.",,511839,4492500,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - OPEQ (Ordinatuers pour les écoles QC),• Enhancement of employability and marketability of youth (including those from underrepresented groups) through internships specifically targeted to develop expertise and skills needed to actively participate in the digital economy.,"Multi-Year Grant or Contribution, 2018/19 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196151,230-2018-2019-03-0022,OPEQ (Ordinateurs pour les écoles du QC),Verdun,Computers for Schools Youth Initiative,,,511839,4272500,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - OPEQ (Ordinateurs pour les écoles du QC),,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196150,230-2018-2019-03-0021,Renewed Computer Technologies (Ontario),Mississauga,Computers for Schools Youth Initiative,,,511835,3685450,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Renewed Computer Technologies (Ontario),,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196149,230-2018-2019-03-0020,Smart Communities Society,Yellowknife,Computers for Schools Youth Initiative,,,511833,401357,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Smart Communities Society,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196148,230-2018-2019-03-0019,Nova Scotia Education Common Services Bureau,Halifax,Computers for Schools Youth Initiative,,,511831,1116986,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Nova Scotia Education Common Services Bureau,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196021,GC-2018-19 Q1-00029,Smart Communities Society,Yellowknife,Computers for Schools Youth Initiative,,,510867,369836,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Northwest Territories,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $312,310 to $369,836 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196145,230-2018-2019-03-0016,3925260 Manitoba Association Inc.,Winnipeg,Computers for Schools Youth Initiative,,,511825,1625000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program -3925260 Manitoba Association Inc.,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196144,230-2018-2019-03-0015,British Columbia Technology for Learning Society,Burnaby,Computers for Schools Youth Initiative,,,511823,1275300,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program -British Columbia Technology for Learning Society,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196143,230-2018-2019-03-0014,Alberta Computers for Schools Association,Edmonton,Computers for Schools Youth Initiative,,,511821,1686754,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Alberta Computers for Schools Association,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196008,GC-2018-19 Q1-00017,Alberta Computers for Schools Association,Edmonton,Computers for Schools Youth Initiative,,,510863,1265389,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Alberta,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $1,085,953 to $1,265,389 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196009,GC-2018-19 Q1-00018,British Columbia Technology for Learning Society,Burnaby,Computers for Schools Youth Initiative,,,510861,939824,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in British Columbia,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $812,330 to $939,824 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196147,230-2018-2019-03-0018,Prov Info Equipment Recycling & Refurbishing Enterprises Inc,St. John's,Computers for Schools Youth Initiative,,,511829,406309,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program -Prov Info Equipment Recycling & Refurbishing Enterprises Inc,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196152,230-2018-2019-03-0023,Saskatchewan Technology Renewal Inc.,Regina,Computers for Schools Youth Initiative,,,511841,399000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Saskatchewan Technology Renewal Inc.,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196146,230-2018-2019-03-0017,Computers for Education Technology New Brunswick Ltd.,Fredericton,Computers for Schools Youth Initiative,,,511827,1374030,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program -Computers for Education Technology New Brunswick Ltd.,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196010,GC-2018-19 Q1-00019,Computers for Education Technology New Brunswick Ltd.,Fredericton,Computers for Schools Youth Initiative,,,510882,1027435,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in New Brunswick,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $874,107 to $1,027,435 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196156,230-2018-2019-03-0026,Relance Outaouais (La),Gatineau,Computers for Schools Youth Initiative,,,511847,2260000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Relance Outaouais (La),,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196011,GC-2018-19 Q1-00020,Computers for Success - Canada Incorporated,Montréal,Computers for Schools Youth Initiative,,,511573,249980,4/1/17,,2015-2018 Funding for the Technical Work Experience Program operations,,"· Multi-Year Grant or Contribution, 2017/18 to 2018/19; Material Restatement, value changed from $169,800 to $249,980 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196012,GC-2018-19 Q1-00021,Government of Prince Edward Island,Charlottetown,Computers for Schools Youth Initiative,,,510884,245112,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Prince Edward Island,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $216,780 to $245,112 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196013,GC-2018-19 Q1-00022,Nova Scotia Education Common Services Bureau,Halifax,Computers for Schools Youth Initiative,,,510879,942690,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Nova Scotia,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $803,557 to $942,690 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196014,GC-2018-19 Q1-00023,OPEQ (Ordinateurs pour les écoles du QC),Verdun,Computers for Schools Youth Initiative,,,510869,3422542,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Quebec,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $2,837,000 to $3,422,542 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196015,GC-2018-19 Q1-00024,Prov Info Equipment Recycling & Refurbishing Enterprises Inc,St. John's,Computers for Schools Youth Initiative,,,510886,418521,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Newfoundland and Labrador,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $352,026 to $418,521 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196017,GC-2018-19 Q1-00025,Raven Recycling Society,Whitehorse,Computers for Schools Youth Initiative,,,510859,424276,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Yukon,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $366,500 to $424,276 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196018,GC-2018-19 Q1-00026,Relance Outaouais (La),Gatineau,Computers for Schools Youth Initiative,,,511500,1453876,4/1/17,,2015-2018 Funding for the Technical Work Experience Program in Outaouais,,"· Multi-Year Grant or Contribution, 2017/18 to 2018/19; Material Restatement, value changed from $980,000 to $1,453,876 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196005,GC-2018-19 Q1-00016,3925260 Manitoba Association Inc.,Winnipeg,Computers for Schools Youth Initiative,,,510865,1016383,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Manitoba,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $881,560 to $1,016,383 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196019,GC-2018-19 Q1-00027,Renewed Computer Technologies (Ontario),Mississauga,Computers for Schools Youth Initiative,,,510855,2332606,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Ontario,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $2,007,620 to $2,332,606 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196020,GC-2018-19 Q1-00028,Saskatchewan Technology Renewal Inc.,Regina,Computers for Schools Youth Initiative,,,510877,277776,4/1/15,,2015-2018 Funding for the Technical Work Experience Program in Saskatchewan,,"· Multi-Year Grant or Contribution, 2015/16 to 2018/19; Material Restatement, value changed from $240,000 to $277,776 as per contract amendment","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196153,230-2018-2019-03-0024,Raven Recycling Society,Whitehorse,Computers for Schools Youth Initiative,,,511843,552696,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Raven Recycling Society,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196155,230-2018-2019-03-0025,Computers for Success - Canada Incorporated,Montréal,Computers for Schools Youth Initiative,,,511845,432000,10/1/18,3/31/24,2018-2024 Funding for the Computers for Schools Internship Program - Computers for Success - Canada Incorporated,,"Multi-Year Grant or Contribution, 2018/19 to 2023/24","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
