,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
93773,086-2019-2020-Q1-00220,Dalhousie University|Dalhousie University,Halifax|Halifax,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185031,1985500,2/27/19,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93859,086-2019-2020-Q2-00016,Universite du Quebec A Rimouski I Universite du Quebec A Rimouski,Rimouski|Rimouski,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-195011,555000,9/5/19,3/31/22,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
94053,086-2019-2020-Q2-00211,Comite Zip des Iles-de-la-Madeleine I Comite Zip des Iles-de-la-Madeleine,Cap-Aux-Meules|Cap-Aux-Meules,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-191100,36000,8/7/19,3/31/20,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93908,086-2019-2020-Q2-00065,Conseil Quebecois des Especes Exotiques Envahissantes (Cqeee) I Conseil Quebecois des Especes Exotiques Envahissantes (Cqeee),Mont-Saint-Hilaire|Mont-Saint-Hilaire,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-191101,70000,8/9/19,3/31/20,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93736,086-2019-2020-Q1-00183,Memorial University of Newfoundland|Memorial University of Newfoundland,St. John's|St. John's,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185015,4779255,9/18/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93892,086-2019-2020-Q2-00050,Nova Scotia Salmon Association I Nova Scotia Salmon Association,Bedford|Bedford,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-195009,210832,8/29/19,3/31/22,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93891,086-2019-2020-Q2-00049,Nova Scotia Salmon Association I Nova Scotia Salmon Association,Bedford|Bedford,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-195009,663649,8/29/19,3/31/22,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93741,086-2019-2020-Q1-00184,Seachange Marine Conservation Society|Seachange Marine Conservation Society,Brentwood Bay|Brentwood Bay,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185030,1309333,1/26/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93886,086-2019-2020-Q2-00043,St. Mary's River Association I St. Mary's River Association,Sherbrooke|Sherbrooke,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-195004,1200000,7/31/19,3/31/22,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93762,086-2019-2020-Q1-00208,Raincoast Conservation Foundation|Raincoast Conservation Foundation,Sidney|Sidney,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185024,2768217,1/9/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93745,086-2019-2020-Q1-00188,Comité ZIP du Sud-de-l'Estuaire|Comité ZIP du Sud-de-l'Estuaire,Rimouski|Rimouski,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185002,2377503,12/8/17,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93746,086-2019-2020-Q1-00189,Pacific Salmon Foundation|Pacific Salmon Foundation,Vancouver|Vancouver,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185021,1200000,9/27/17,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93748,086-2019-2020-Q1-00191,Fraser Valley Watersheds Coalition|Fraser Valley Watersheds Coalition,Chilliwack|Chilliwack,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185013,719109,1/9/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93791,086-2019-2020-Q1-00239,Musqueam Indian Band|Musqueam Indian Band,Vancouver|Vancouver,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185040,1200000,3/13/19,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93759,086-2019-2020-Q1-00201,Comite Zip Gaspesie|Comite Zip Gaspesie,Bonaventure|Bonaventure,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185026,577994,2/20/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93753,086-2019-2020-Q1-00195,Comox Valley Project Watershed Society|Comox Valley Project Watershed Society,Courtney|Courtney,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185029,689000,2/5/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93754,086-2019-2020-Q1-00196,Maritime Aboriginal Peoples Council|Maritime Aboriginal Peoples Council,Truro Heights|Truro Heights,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185037,1319303,3/14/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93755,086-2019-2020-Q1-00206,Association de gestion halieutique autochtone Mi'kmaq et Malécite (AGHAMM)|Association de gestion halieutique autochtone Mi'kmaq et Malécite (AGHAMM),Gesgapegiag|Gesgapegiag,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185003,800000,7/17/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
94066,086-2019-2020-Q2-00227,Comite Zip-Saguenay I Comite Zip-Saguenay,La Baie|La Baie,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-195003,50000,7/22/19,3/31/20,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93756,086-2019-2020-Q1-00197,Ducks Unlimited Canada|Ducks Unlimited Canada,Surrey|Surrey,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185010,2039912,8/24/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93874,086-2019-2020-Q2-00031,Fraser Basin Council Society I Fraser Basin Council Society,Kamloops|Kamloops,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-195008,376307,8/29/19,3/31/22,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
93760,086-2019-2020-Q1-00202,Aurora College|Aurora College,Fort Smith|Fort Smith,"Contributions to support to the Development and Implementation of Coastal Zone Plans, Identify Restoration Priorities, Implement Projects, and Address Threats to Marine Species Located on Canada's Coasts","The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",,FP919-185027,423211.69,3/28/18,,"The purpose of the program is to provide support to organizations that undertake projects that that contribute to the development and implementation of coastal zone plans, identify restoration priorities, implement projects, and address threats to marine species located on Canada's Coasts. The program would contribute to the mitigation of stressors affecting aquatic habitats and marine life, and would engage Indigenous groups, resource users, and local groups and communities in undertaking planning, restoration, capacity building, monitoring, and reporting activities.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
94031,086-2019-2020-Q2-00190,Intergovernmental Oceanographic Commission Trust Fund I Intergovernmental Oceanographic Commission Trust Fund,Paris|Paris,"Grants to support Organizations Associated with Research, Development, Management and Promotion of Fisheries and Oceans-related Issues","To encourage the research, development, management, conservation, protection or promotion of fisheries and oceans initiatives and related issues",,FP934-200004,15000,4/1/19,3/31/20,"To encourage the research, development, management, conservation, protection or promotion of fisheries and oceans initiatives and related issues",Scientific information on Canada's oceans and other aquatic ecosystems is available to inform management decisions,,Fisheries and Oceans Canada | Pêches et Océans Canada
93840,086-2019-2020-Q1-00287,International Hydrographic Bureau|International Hydrographic Bureau,Monaco Cedex|Monaco Cedex,"Grants to support Organizations Associated with Research, Development, Management and Promotion of Fisheries and Oceans-related Issues","To encourage the research, development, management, conservation, protection or promotion of fisheries and oceans initiatives and related issues",,FP845-190013,72937.58,4/1/19,,"To encourage the research, development, management, conservation, protection or promotion of fisheries and oceans initiatives and related issues",Mariners safely navigate Canada's waters,Paid in Canadian currency,Fisheries and Oceans Canada | Pêches et Océans Canada
93819,086-2019-2020-Q1-00267,International Commission for the Conservation of Atlantic Tunas|International Commission for the Conservation of Atlantic Tunas,Madrid|Madrid,"Grants to support Organizations Associated with Research, Development, Management and Promotion of Fisheries and Oceans-related Issues","To encourage the research, development, management, conservation, protection or promotion of fisheries and oceans initiatives and related issues",,FP878-180010,30000,2/1/19,,"To encourage the research, development, management, conservation, protection or promotion of fisheries and oceans initiatives and related issues",Scientific information on fisheries resources is available to inform management decisions,Belated,Fisheries and Oceans Canada | Pêches et Océans Canada
94154,086-2019-2020-Q2-00317,Atlantic Coastal Action Program (Acap) Saint John I Atlantic Coastal Action Program (Acap) Saint John,Saint John|Saint John,Habitat Stewardship Program,"The Habitat StewardshipProgram (HSP) contributes to the recovery of endangered, threatened, and other species of concern, by engaging Canadians in conservation actions to benefit wildlife to protect aquaticspecies at risk.",,FP919-192101,95000,8/23/19,3/31/21,"The Habitat StewardshipProgram (HSP) contributes to the recovery of endangered, threatened, and other species of concern, by engaging Canadians in conservation actions to benefit wildlife to protect aquaticspecies at risk.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
94036,086-2019-2020-Q2-00195,Cetus Research & Conservation Society I Cetus Research & Conservation Society,Victoria|Victoria,Habitat Stewardship Program,"The Habitat StewardshipProgram (HSP) contributes to the recovery of endangered, threatened, and other species of concern, by engaging Canadians in conservation actions to benefit wildlife to protect aquaticspecies at risk.",,FP919-192115,66633,9/25/19,3/31/22,"The Habitat StewardshipProgram (HSP) contributes to the recovery of endangered, threatened, and other species of concern, by engaging Canadians in conservation actions to benefit wildlife to protect aquaticspecies at risk.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
94091,086-2019-2020-Q2-00253,Reseau D'Observation De Mammiferes Marins I Reseau D'Observation De Mammiferes Marins,Riviere-Du-Loup|Riviere-Du-Loup,Habitat Stewardship Program,"The Habitat StewardshipProgram (HSP) contributes to the recovery of endangered, threatened, and other species of concern, by engaging Canadians in conservation actions to benefit wildlife to protect aquaticspecies at risk.",,FP919-192102,276973,8/26/19,3/31/22,"The Habitat StewardshipProgram (HSP) contributes to the recovery of endangered, threatened, and other species of concern, by engaging Canadians in conservation actions to benefit wildlife to protect aquaticspecies at risk.",Negative impacts on Canada's oceans and other aquatic ecosystems are minimized or avoided,,Fisheries and Oceans Canada | Pêches et Océans Canada
