,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
39860,1819-CN-000083,1097 - KITIKMEOT INUIT ASSOCIATION,CAMBRIDGE BAY,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Regional Economic Development Initiative,1819-CN-000083,97412,2/1/19,3/31/21,"Cohost a Regional Implemmentation Planning Forum, update the three year econoimc development plan, identify and implement tasks for the new Director of Economic Development",An environment in which local and regional economic development can be planned and pursued,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39859,1819-CN-000058,1034 - GWICH'IN TRIBAL COUNCIL,INUVIK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Gwich'in Cultural Experience Retreat,1819-CN-000058,54240,12/3/18,3/31/19,"A feasibility study to determine how to transform an existing, but unused, wellness centre facility into a Gwich'in Cultural Experience Retreat to promote tourism development.","The recipient will have determined the feasibility of transforming their existing infrastructure into an operating tourism facility, which will create eight seasonal jobs for Gwich'in community members. The results of the study, if positive, will inform future investments such as required upgrades as well marketing and training plans.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39858,1819-CN-000037,0637 - HAMLET OF CAMBRIDGE BAY,CAMBRIDGE BAY,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Visual and Performing Arts Studio,1819-CN-000037,75000,10/22/18,3/31/20,"Renovation of an older, structurally sound municipal heritage building to re-purpose the building and turn it into a community managed
Visual and Performing Arts Studio.","The Studio will accommodate an art gallery/sales area, cafe,
studio/workspace and photography/ internet space for marketing artists.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39856,1819-CN-000013,0502 - LIARD FIRST NATION,WATSON LAKE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Liard First Nation Capacity Building,1819-CN-000013,80000,4/1/18,3/31/21,"Liard First Nation will hire a local, full time Economic Development Coordinator to further local economic development initiatives in the Kaska Traditional Territory.",The recipient will have an individual in the community of Watson Lake who will be responsible for furthering economic development activities within the Kaska Traditional Territory.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39918,1718-CN-000021,ULUKHAKTOK COMMUNITY CORPORATION,ULUKHAKTOK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Kayutak Centre Expansion Project,1718-CN-000021,96600,4/1/17,3/31/20,upgrade and expand the Kayutak Centre,the community is able to respond to an increase in tourism activities,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39849,GC-2019-Q3-0007,White River First Nation Limited Partnership,Beaver Creek,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Strategic planning,1819-CN-000042,240000,10/22/18,3/31/21,"Hire a consultant to develop governance processes, policies and procedures and identify analyze and establish business opportunities in key sectors.","The recipient will have the necessary governance, policies and procedures to take advantage of economic opportunities",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39922,1920-CN-000010,YUKON FIRST NATIONS WILDFIRE LP,WHITEHORSE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Supporting Yukon's Fire Suppression Resources,1920-CN-000010,622500,5/3/19,3/31/21,Purchase of fire supression equipment and materials,Purchase equipment and materials to undertake new contracts in fire suppression related support services,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39845,GC-2019-Q3-0003,Denendeh Development Corporation|Société de développement de Denendeh,Yellowknife,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,NWT Indigenous Leaders Economic Forum,1819-CN-000015,110000,10/1/18,3/31/19,Organizing and hosting a two day Indigenous Leaders Economic Forum in Yellowknife,"As a result of this project, NWT Indigenous communities will have increased capacity to make decisions concerning the potential for different resource, energy and infrastructure projects and help them prepare for the resulting economic development opportunities.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39793,GC-2018-Q4-0036,Jean Marie Development Corporation Ltd.,Jean Marie River,Community Readiness Opportunities Planning,,,,181302,3/14/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39842,GC-2019-Q2-0009,Qikiqtaaluk Corporation,Iqaluit,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Inshore Fisheries Resource Assessment and Bottom Mapping,1819-CN-000039,1192342,8/31/18,3/31/23,Construction of a 39 foot inshore fishery research vessel and subsequent fishery research activities,Determine the status of renewable marine resources and if they can support commercial fisheries,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39923,1920-CN-000011,INUVIALUIT COMMUNITY ECONOMIC DEVELOPMENT ORGANIZATION,INUVIK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Capitalizing on Regional Opportunities,1920-CN-000011,550000,4/1/19,3/31/20,The project will support hiring one Inuvialuit and one Gwichi’in economic development manager to lead the implementation of various community economic development initiatives.,"As result of the project, a total of 80 entrepreneurs will be trained and two new jobs will be created.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39928,1920-CN-000019,DANA NAYE VENTURES,WHITEHORSE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Links to Learning,1920-CN-000019,70787,4/1/19,3/31/20,"däna Näye Ventures is receiving funds to support the delivery of the Yukon Links to Learning - a dynamic technical training forum in Whitehorse, Yukon. The forum will include technical training workshops, a tradeshow, exhibitors, and panel sessions.",The training workshops will address the diverse needs of the Yukon communities by providing a platform for participants to collaborate and problem solve on common issues and opportunities pertaining to economic development in their communities.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39835,GC-2019-Q2-0002,Gwich'In Development Corporation,Inuvik,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Management and Planning Sessions,1819-CN-000043,27600,7/11/18,3/31/19,"Management of the Gwich'in community development corporations will participate in a workshop to build capacity, reduce internal competition and seek opportunities for regional partnerships. ",Improved management capacity and increased coordination resulting in increased business and employment opportunities,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39825,GC-2019-Q1-0011,Hamlet of Chesterfield Inlet|Harneau de Chesterfield Inlet,Chesterfield Inlet,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Archaeological Mapping and Cultural Tourism Development,1819-CN-000020,36440,4/1/18,3/31/19,Archaeological mapping of historical and thule sites,Mapping and signing of historical and Thule sites to preserve community history and enhance tourist experiences.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39936,1920-CN-000033,COMMUNITY GOVERNMENT OF WHATI,WHATI,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,Whati Road Readiness Development,1920-CN-000033,176400,7/29/19,3/31/22,"The Community Government of Whatì will undertake activities in preparation for opportunities arising from the construction of an all-season road to the Community of Whati, NT.","As a result of the project, Whatì will improve its existing tourism infrastructure and complete planning for future investments to prepare the community for the new road in 2022. The project is expected to result in the creation of five jobs.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39891,1819-CN-000093,8989 - WHITE RIVER FIRST NATION LIMITED PARTNERSHIP,BEAVER CREEK,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,White River First Nation Limited Partnership Equipment Purchase,1819-CN-000093,100228,2/18/19,3/31/19,"Purchase seasonal wilderness transportation equipment (two snow machines, trailer, two sleds, a boat and trailer and a truck for transportation).",The recipient will have the necessary equipment for a tourism guiding operation as well as providing expediting services to prospectors and mining companies.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39769,GC-2018-Q4-0011,Inuvialuit Community Economic Development Organization|Organisme Inuvialuit de Dévelopment Économique Communaitaire,Inuvik,Community Readiness Opportunities Planning,,,,110000,2/5/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39752,GC-2018-Q3-0016,Dena Nezziddi Development Corporation|Société de Développement Dena Nezziddi,Ross River,Community Readiness Opportunities Planning,,,,25094,11/29/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39938,1920-CN-000036,LUTSEL K'E DENE FIRST NATION,LUTSEL K'E,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,"Business, Cultural and Tourism Centre Planning Study",1920-CN-000036,240000,7/29/19,3/31/20,"The Lutsel K'e Dene First Nation (LKDFN) will undertake a business planning study as well as geotechnical, architectural, and engineering design work to develop a business, cultural and tourism centre in the community of Lutsel K’e.","As a result of the project, the LKDFN will be ready to proceed to the financing and construction phase of a business, cultural and tourism centre. The new infrastructure will address the economic development priorities identified by the community and, be centered on the proposed national park",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39725,GC-2018-Q2-0020,Qaggiavuut Society|Société de Qaggiavuut,Iqaluit,Community Readiness Opportunities Planning,,,,166000,8/18/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39726,GC-2018-Q2-0021,Aurora Geosciences Ltd,Yellowknife,Community Readiness Opportunities Planning,,,,53000,8/18/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39729,GC-2018-Q2-0024,Municipality of Iqaluit|Municipalité d'Iqaluit,Iqaluit,Community Readiness Opportunities Planning,,,,442500,8/24/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39732,GC-2018-Q2-0027,Hamlet of Kugaaruk|Hameau de Kugaaruk,Kugaaruk,Community Readiness Opportunities Planning,,,,500000,9/11/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39733,GC-2018-Q2-0028,Actua,Ottawa,Community Readiness Opportunities Planning,,,,300000,9/14/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39759,GC-2018-Q4-0002,Tr'ondek Hwech'in,Dawson City,Community Readiness Opportunities Planning,,,,95557,1/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39737,GC-2018-Q3-0001,Yukon First Nations Culture and Tourism Association|Association de la Culture et du Tourisme des Premières Nations du Yukon,Whitehorse,Community Readiness Opportunities Planning,,,,362500,10/6/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39740,GC-2018-Q3-0004,Hamlet of Tuktoyaktuk|Harneau de Tuktoyaktuk,Tuktoyaktuk,Community Readiness Opportunities Planning,,,,151500,10/19/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39741,GC-2018-Q3-0005,K'asho Got'ine Development Corporation|Société de Développement K'asho Got'ine,Fort Good Hope,Community Readiness Opportunities Planning,,,,105900,10/20/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39939,1920-CN-000037,SAHTU DENE COUNCIL,DELINE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,"Sahtu Keepers of the Land, an Indigenous-Led Tourism Development Initiative",1920-CN-000037,215050,7/29/19,3/31/21,"The Sahtu Dene Council (SDC) in partnership with local community organizations will develop three tourism sustainability action plans to support each Indigenous Protected Area in the communities of Deline, Tulita and Fort Good Hope.","As a result of the project, SDC will complete an assessment for regional and local tourism opportunities and will have a better understanding of best practices in Indigenous tourism development.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39744,GC-2018-Q3-0008,Kwanlin Dun First Nation | Première Nation Kwanlin Dun,Whitehorse,Community Readiness Opportunities Planning,,,,135000,10/31/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39748,GC-2018-Q3-0012,Yukon Clean Energy Alliance|Alliance d'Énergie Propre du Yukon,Whitehorse,Community Readiness Opportunities Planning,,,,278406,11/8/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39751,GC-2018-Q3-0015,Jean Marie Development Corporation Ltd.|Socitété de Développement Jean Marie,Jean Marie River,Community Readiness Opportunities Planning,,,,122000,11/29/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39723,GC-2018-Q2-0018,Taiga Sports Fishing Ltd,Yellowknife,Community Readiness Opportunities Planning,,,,72040,8/14/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39948,1920-CN-000053,DENENDEH DEVELOPMENT CORPORATION,YELLOWKNIFE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,NWT Indigenous Investment Vehicle,1920-CN-000053,264000,8/23/19,3/31/20,"As a result of the project, stakeholder indigenous groups in the NWT will have a framework to facilitate indigenous co-ownership and managemenet of various major infrastrucuture projects including hydroelectric deveopment projects in the mining and enery sector. ","As a result of the project, stakeholder Indigenous groups in the NWT will have developed a framework to facilitate Indigenous co-ownership and management of various major infrastructure projects including hydroelectric development, electricity transmission, and roads as well as resource development projects in the mining and energy sectors.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39754,GC-2018-Q3-0017,Nunavut Cconomic Developers Association|Association de Dévelopmment Économique du Nunavut,Iqaluit,Community Readiness Opportunities Planning,,,,90367,11/29/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39773,GC-2018-Q4-0016,Deton'cho Corporation,Yellowknife,Community Readiness Opportunities Planning,,,,38250,2/13/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39702,GC-2017-Q1-0002,Tr'ondek Hwech'in,Dawson City,Community Readiness Opportunities Planning,,,,132823,6/21/16,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39787,GC-2018-Q4-0030,Nihtat Corporation,Inuvik,Community Readiness Opportunities Planning,,,,114000,3/6/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39703,GC-2017-Q4-0001,Council of Yukon First Nations | Conseil des Premières Nations du Yukon,Whitehorse,Community Readiness Opportunities Planning,,,,30000,2/8/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39785,GC-2018-Q4-0028,Kwanlin Dun First Nation|Première Nation Kwanlin Dun,Whitehorse,Community Readiness Opportunities Planning,,,,130000,3/6/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39783,GC-2018-Q4-0026,Carcross/Tagish Management Corporation,Whitehorse,Community Readiness Opportunities Planning,,,,478533,3/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39718,GC-2018-Q2-0013,Inuvialuit Community Economic Development Organization|Organisme de Développement Économique Communautaire,Inuvik,Community Readiness Opportunities Planning,,,,550000,8/4/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39937,1920-CN-000035,YELLOWKNIVES DENE FIRST NATION,YELLOWKNIFE,Community Readiness Opportunities Planning,To improve the economic development capacity of Aboriginal communities and increase economic development in the three territories.,"Business Plan for a Tourism, Cultural, and Business Incubator",1920-CN-000035,320000,7/29/19,3/31/20,"The Yellowknives Dene First Nation (YKDFN) will complete a business plan for a tourism, cultural, and business incubator in Dettah","As a result of the project, the community of Dettah will be ready to begin the construction phase to maximize the economic benefits of an expanding NWT tourism market and cultural marketing and the associated employment, training, and small business development potential.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39782,GC-2018-Q4-0025,Municipality of Qikiqtarjuaq|Municipalité de Qikiqtarjuaq,Qikiqtarjuaq,Community Readiness Opportunities Planning,,,,461480,3/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39778,GC-2018-Q4-0021,Nunavut Offshore Allocation Holders Association,Iqaluit,Community Readiness Opportunities Planning,,,,267770,2/19/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39780,GC-2018-Q4-0023,K'atlodeeche First Nation|Première Nation K'atlodeeche,Hay River,Community Readiness Opportunities Planning,,,,177206,2/28/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39819,GC-2019-Q2-0001,Hamlet of Tuktoyaktuk | Hameau de Tuktoyaktuk,Tuktoyaktuk,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,82500,4/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39736,GC-2018-Q2-0031,Nwt Metis-Dene Development Fund Ltd.,Yellowknife,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,335366,9/29/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39803,GC-2019-Q1-0001,Dana Naye Ventures,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,632200,4/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39775,GC-2018-Q4-0018,Tu-Lidlini Petroleum Corporation,Ross River,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,132000,2/15/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39767,GC-2018-Q4-0009,Municipality of Qikiqtarjuaq | Municipalité de Qikiqtarjuaq,Qikiqtarjuaq,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,64650,2/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39755,GC-2018-Q3-0018,Kakivak Association|Association Kakivak,Iqaluit,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,404457,12/5/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39792,GC-2018-Q4-0035,Techi`q Ltd,Deline,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,208000,3/14/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39711,GC-2018-Q2-0006,First Nation of Nacho Nyak Dun|Première Nation Nacho Nyak Dun,Mayo,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,50000,7/17/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39790,GC-2018-Q4-0033,Nwt Metis-Dene Development Fund Ltd.,Yellowknife,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development",,,,192500,3/7/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39734,GC-2018-Q2-0029,Yukon Clean Energy Alliance,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,50000,9/21/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39705,GC-2018-Q1-0002,Nunavut Arctic College | Le Collège de l'Arctique du Nunavut,Iqaluit,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,2019097,4/1/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39704,GC-2018-Q1-0001,Yukon College | Collège du Yukon,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,834863,4/1/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39701,GC-2017-Q1-0001,Yukon First Nations and Culture and Tourism Association,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,255500,4/1/16,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39761,GC-2018-Q4-0004,Da Daghay Development Corporation,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,20000,1/8/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39758,GC-2018-Q4-0001,Tu-Lidlini Petroleum Corporation,Ross River,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,290000,1/1/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39772,GC-2018-Q4-0014,Carcross/Tagish Management Corporation,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,85000,2/9/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39764,GC-2018-Q4-0006,North Yukon Renewable Resources Council | Conseil des Ressources Renouvelables du Nord du Yukon,Old Crow,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,23000,1/11/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39760,GC-2018-Q4-0003,Chu Niikwan Development Corporation,Whitehorse,"Community Readiness Opportunities Planning, Entrepreneurship and Business Development, Northern Adult Basic Education Program",,,,360000,1/5/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39774,GC-2018-Q4-0017,Tr'ondek Hwech'in First Nation|Première Nation Tr'ondek Hwech'in,Dawson City,"Community Readiness Opportunities Planning, Strategic Investments in Northern Economic Development Capacity Development",,,,77031,2/14/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39707,GC-2018-Q2-0002,Teslin Tlingit Council|Conseil des Teslin Tlingit,Teslin,"Community Readiness Opportunities Planning, Strategic Investments in Northern Economic Development Capacity Development",,,,274500,7/11/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39788,GC-2018-Q4-0031,Chu Níikwän Development Corporation,Whitehorse,"Community Readiness Opportunities Planning, Strategic Investments in Northern Economic Development Innovation",,,,600000,3/6/18,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39919,1920-CN-000013,ASSOCIATION FRANCO-YUKONNAISE,WHITEHORSE,Economic Development Initiative,provides funding for projects that encourage economic growth in the North's Francophone communities.,Labour Recruitment and Retention in the North,1920-CN-000013,240000,6/6/19,3/31/22,The Association franco-yukonnaise (AFY) will work in partnership with the Francophone associations in Nunavut and the Northwest Territories to encourage Francophones  to move to the North to fill job vacancies. ,"The work will be in line with the work completed under the Bilingual Recruitment and Retention project (2015-2018) under the Economic Development Initiative, a fund designated for offficial language minority communities (OLMCs).",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39713,GC-2018-Q2-0008,Yukon Chamber of Mines|Chambres des Mines du Yukon,Whitehorse,Economic Development Initiative,,,,222500,7/20/17,,Description (English),,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39818,GC-2019-Q1-0008,Association Franco-Yukonnaise,Whitehorse,Economic Development Initiative ,,,,80000,5/31/18,,Attract Francophone individuals to move to the North to fill job vacancies.,,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39903,1819-CN-000005,139859 - NWT METIS-DENE DEVELOPMENT FUND LTD.,YELLOWKNIFE,Entrepreneurship and Business Development,"Provides financial support to Aboriginal entrepreneurs, businesses, and commercial entities to expand their business in the three territories. It helps applicants pursue economic opportunities that benefit Aboriginal people. The fund is also intended to provide project-based support for activities that help to establish or grow Aboriginal businesses.",Service Delivery Partner,1819-CN-000005,1555732,4/1/18,3/31/21,"Support the operational requirements needed to administer the Entrepreneurship and Business Development program in  the NWT on CanNor's behalf, under a three year Service Delivery Partner arrangement.",NWT Metis-Dene Development Fund will be able to deliver the Entrepreneur and Business Development program on behalf of CanNor,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39902,1819-CN-000004,1096 - KAKIVAK ASSOCIATION,IQALUIT,Entrepreneurship and Business Development,"Provides financial support to Aboriginal entrepreneurs, businesses, and commercial entities to expand their business in the three territories. It helps applicants pursue economic opportunities that benefit Aboriginal people. The fund is also intended to provide project-based support for activities that help to establish or grow Aboriginal businesses.",Service Delivery Partner,1819-CN-000004,2262348,4/1/18,3/31/21,"Support the operational requirements needed to administer the Entrepreneurship and Business Development program in Nunavut’s Qikiqtaaluk region on CanNor's behalf, under a three year Service Delivery Partner arrangement.",Kakivak will be able to deliver the Entrepreneur and Business Development program on behalf of CanNor,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39912,1819-CN-000073,8714 - CARCROSS/TAGISH MANAGEMENT CORPORATION,WHITEHORSE,Entrepreneurship and Business Development,"Provides financial support to Aboriginal entrepreneurs, businesses, and commercial entities to expand their business in the three territories. It helps applicants pursue economic opportunities that benefit Aboriginal people. The fund is also intended to provide project-based support for activities that help to establish or grow Aboriginal businesses.",Carcross Manufacturing Plant,1819-CN-000073,500000,12/19/18,3/31/20,A two year project to support the building of a manufacturing facility to construct residential units for the Yukon market.,A manufacturing facility to construct residential units for the Yukon market.,,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
39950,1920-CN-000055,PROSKIDA INC.,WHITEHORSE,Entrepreneurship and Business Development,"Provides financial support to Aboriginal entrepreneurs, businesses, and commercial entities to expand their business in the three territories. It helps applicants pursue economic opportunities that benefit Aboriginal people. The fund is also intended to provide project-based support for activities that help to establish or grow Aboriginal businesses.",Next Generation Training Software Platform,1920-CN-000055,99000,8/23/19,3/31/20,To refine and further develop their proprietary analytical software to support a significant market expansion into endurance sports beyond their original cross-country ski market.,"This project is expected to result in the creation of 2 jobs, as well as the development of an export ready product that is anticipated to generate immediate global sales and attract a new round of investors for the company.",,Canadian Northern Economic Development Agency | Agence canadienne de développement économique du Nord
